Unnamed: 0,GeneNames,value1,value2,log2FC,p-value
493,LOC_Os03g59640.1,47,111,-1.239827015,0.000152838
494,LOC_Os03g61130.1,75,46,0.7052567340000001,0.000156526
495,LOC_Os05g51500.1,75,46,0.7052567340000001,0.000156526
496,LOC_Os02g01340.2,95,188,-0.984733243,0.000157296
497,LOC_Os06g09450.6,113,81,0.48032896,0.000161736
498,LOC_Os01g70270.3,85,55,0.6280312229999999,0.000164735
499,LOC_Os10g35630.1,30,10,1.584962501,0.000165839
500,LOC_Os02g17500.3,30,10,1.584962501,0.000165839
501,LOC_Os06g51029.1,117,85,0.460973783,0.000166537
502,LOC_Os07g04240.1,117,85,0.460973783,0.000166537
503,LOC_Os03g17174.1,3,25,-3.058893689,0.000180638
504,LOC_Os03g51050.1,28,9,1.6374299209999998,0.000182442
505,LOC_Os02g56110.1,28,9,1.6374299209999998,0.000182442
506,LOC_Os02g49760.3,28,9,1.6374299209999998,0.000182442
507,LOC_Os03g17180.1,41,18,1.187627003,0.000185934
508,LOC_Os03g07800.1,41,18,1.187627003,0.000185934
509,LOC_Os06g02540.1,48,24,1.0,0.000200966
510,LOC_Os02g09810.3,18,3,2.584962501,0.000200426
511,LOC_Os02g57720.1,18,3,2.584962501,0.000200426
512,LOC_Os06g08250.1,18,3,2.584962501,0.000200426
513,LOC_Os06g03860.3,32,12,1.415037499,0.000206412
514,LOC_Os02g39930.1,36,15,1.2630344059999998,0.000209084
515,LOC_Os02g07360.1,14,50,-1.836501268,0.000211987
516,LOC_Os05g04630.1,65,38,0.7744403,0.000212966
517,LOC_Os01g25600.1,4,27,-2.754887502,0.00021828
518,LOC_Os12g18770.1,25,7,1.836501268,0.000228535
519,LOC_Os03g55100.1,23,6,1.938599455,0.00022833
520,LOC_Os06g05400.1,23,6,1.938599455,0.00022833
521,LOC_Os04g55220.1,23,6,1.938599455,0.00022833
522,LOC_Os05g38219.1,21,5,2.070389328,0.000233409
523,LOC_Os02g49320.1,21,5,2.070389328,0.000233409
524,LOC_Os07g14850.1,5,30,-2.584962501,0.000232645
525,LOC_Os12g34860.2,5,30,-2.584962501,0.000232645
526,LOC_Os01g55270.1,13,1,3.700439718,0.0002312
527,LOC_Os03g55560.1,13,1,3.700439718,0.0002312
528,LOC_Os08g39150.1,13,1,3.700439718,0.0002312
529,LOC_Os05g33840.1,8,37,-2.209453366,0.000232169
530,LOC_Os08g16480.3,6,32,-2.415037499,0.000239009
531,LOC_Os07g08840.1,66,39,0.7589918999999999,0.000243802
535,LOC_Os01g61400.1,55,30,0.8744691179999999,0.000269186
536,LOC_Os09g24710.3,29,10,1.5360528999999998,0.000270995
537,LOC_Os01g19450.1,40,97,-1.277984747,0.000276317
538,LOC_Os01g73450.1,1,18,-4.169925001,0.000277557
539,LOC_Os07g46590.1,58,33,0.8135868759999999,0.000297992
540,LOC_Os01g61320.2,15,2,2.906890596,0.000301869
541,LOC_Os02g23890.1,15,2,2.906890596,0.000301869
542,LOC_Os05g38290.1,15,2,2.906890596,0.000301869
543,LOC_Os03g20380.4,27,9,1.584962501,0.00030460000000000003
544,LOC_Os05g14180.1,22,64,-1.540568381,0.000307521
545,LOC_Os05g06310.1,22,64,-1.540568381,0.000307521
557,LOC_Os03g02970.1,38,17,1.160464672,0.00033750800000000004
558,LOC_Os01g66500.1,9,38,-2.078002512,0.000339561
559,LOC_Os09g07120.1,48,25,0.941106311,0.000353128
560,LOC_Os02g14730.1,25,8,1.64385619,0.00035260300000000005
561,LOC_Os05g37330.1,25,8,1.64385619,0.00035260300000000005
562,LOC_Os11g01590.1,25,8,1.64385619,0.00035260300000000005
563,LOC_Os02g02840.1,4,26,-2.700439718,0.000356827
564,LOC_Os11g11000.3,78,51,0.612976877,0.00036382
565,LOC_Os01g18630.1,75,48,0.64385619,0.000363341
566,LOC_Os04g41470.1,46,23,1.0,0.000365689
567,LOC_Os06g43860.4,40,96,-1.2630344059999998,0.000367465
568,LOC_Os03g55670.1,40,96,-1.2630344059999998,0.000367465
569,LOC_Os07g05480.1,23,66,-1.520832163,0.000373515
570,LOC_Os08g40510.1,17,3,2.502500341,0.000372565
571,LOC_Os07g28480.1,17,3,2.502500341,0.000372565
572,LOC_Os07g12200.1,56,32,0.807354922,0.00037196
573,LOC_Os04g45600.1,7,33,-2.237039197,0.0003832730000000001
574,LOC_Os06g09610.2,7,33,-2.237039197,0.0003832730000000001
575,LOC_Os06g39260.1,24,7,1.777607579,0.000384782
576,LOC_Os03g04710.1,22,6,1.874469118,0.000396697
577,LOC_Os10g18340.1,36,16,1.169925001,0.000412975
578,LOC_Os02g45670.1,20,5,2.0,0.000418798
579,LOC_Os03g02540.1,20,5,2.0,0.000418798
580,LOC_Os04g43550.1,20,5,2.0,0.000418798
581,LOC_Os03g50870.1,28,10,1.485426827,0.000440897
582,LOC_Os12g40560.1,28,10,1.485426827,0.000440897
583,LOC_Os02g14760.1,32,13,1.299560282,0.000442455
584,LOC_Os05g45400.1,32,13,1.299560282,0.000442455
585,LOC_Os04g52450.2,28,74,-1.4020984440000002,0.000440786
586,LOC_Os02g47600.2,2,21,-3.392317423,0.000445449
587,LOC_Os03g06980.1,2,21,-3.392317423,0.000445449
588,LOC_Os09g32510.5,2,20,-3.321928095,0.000440402
589,LOC_Os06g19444.2,2,20,-3.321928095,0.000440402
590,LOC_Os10g39440.2,70,44,0.6698513979999999,0.000439537
591,LOC_Os08g31470.1,64,39,0.7145977809999999,0.000466417
598,LOC_Os10g37210.1,12,1,3.584962501,0.000482598
599,LOC_Os04g49660.1,1,17,-4.087462841000002,0.000495894
600,LOC_Os09g30412.1,1,17,-4.087462841000002,0.000495894
601,LOC_Os08g39630.1,26,9,1.530514717,0.00050576
602,LOC_Os01g42234.1,3,23,-2.938599455,0.000516783
603,LOC_Os11g47550.1,3,23,-2.938599455,0.000516783
604,LOC_Os11g34460.2,42,21,1.0,0.000534572
605,LOC_Os02g30310.3,30,12,1.321928095,0.000536393
606,LOC_Os02g55420.1,30,12,1.321928095,0.000536393
607,LOC_Os11g33120.3,40,19,1.074000581,0.0005397140000000001
608,LOC_Os02g19150.1,40,19,1.074000581,0.0005397140000000001
609,LOC_Os03g17690.2,85,59,0.5267478870000001,0.000565858
610,LOC_Os09g35940.1,8,35,-2.129283017,0.000565001
611,LOC_Os01g59500.2,14,2,2.807354922,0.000592514
612,LOC_Os12g03810.2,14,2,2.807354922,0.000592514
613,LOC_Os01g49000.1,14,2,2.807354922,0.000592514
614,LOC_Os05g45280.1,14,2,2.807354922,0.000592514
615,LOC_Os06g04020.1,24,8,1.584962501,0.0005970330000000001
616,LOC_Os05g06750.1,24,8,1.584962501,0.0005970330000000001
617,LOC_Os08g35620.2,24,8,1.584962501,0.0005970330000000001
618,LOC_Os02g15750.1,7,32,-2.192645078,0.0005952409999999999
619,LOC_Os01g66300.1,6,30,-2.321928095,0.000604886
620,LOC_Os01g53150.2,5,28,-2.485426827,0.000620186
621,LOC_Os11g07040.1,5,28,-2.485426827,0.000620186
622,LOC_Os06g12630.2,29,11,1.3985493759999998,0.000627292
623,LOC_Os07g07560.2,29,11,1.3985493759999998,0.000627292
624,LOC_Os12g35360.1,23,7,1.716207034,0.0006453930000000001
625,LOC_Os03g04340.1,23,7,1.716207034,0.0006453930000000001
626,LOC_Os01g12880.1,23,7,1.716207034,0.0006453930000000001
627,LOC_Os02g58650.1,23,7,1.716207034,0.0006453930000000001
628,LOC_Os10g28360.1,23,7,1.716207034,0.0006453930000000001
629,LOC_Os03g18130.3,43,22,0.966833136,0.000643705
630,LOC_Os03g50080.1,11,41,-1.898120386,0.000659263
631,LOC_Os01g45274.2,40,20,1.0,0.0006660419999999999
632,LOC_Os09g30418.1,21,6,1.807354922,0.000685755
633,LOC_Os12g13170.1,21,6,1.807354922,0.000685755
634,LOC_Os04g35700.1,21,6,1.807354922,0.000685755
635,LOC_Os07g30300.1,16,3,2.415037499,0.00069044
636,LOC_Os02g48630.1,16,3,2.415037499,0.00069044
637,LOC_Os03g15290.1,16,3,2.415037499,0.00069044
638,LOC_Os01g68950.1,27,10,1.4329594069999998,0.0007137389999999999
639,LOC_Os12g02820.1,27,10,1.4329594069999998,0.0007137389999999999
648,LOC_Os04g57300.1,74,49,0.594743522,0.000725484
649,LOC_Os02g55140.1,70,46,0.605721061,0.000738724
650,LOC_Os03g61330.3,2,19,-3.247927513,0.000747288
651,LOC_Os04g36850.1,2,19,-3.247927513,0.000747288
652,LOC_Os07g38060.1,2,19,-3.247927513,0.000747288
653,LOC_Os12g04240.1,19,5,1.925999419,0.00074662
654,LOC_Os06g24730.2,19,5,1.925999419,0.00074662
655,LOC_Os07g32880.1,59,124,-1.071553261,0.000773319
656,LOC_Os02g58410.1,44,23,0.935869663,0.000774842
657,LOC_Os05g48760.1,18,4,2.169925001,0.000784537
658,LOC_Os01g68060.1,18,4,2.169925001,0.000784537
659,LOC_Os06g07120.1,18,4,2.169925001,0.000784537
660,LOC_Os06g21380.1,18,4,2.169925001,0.000784537
661,LOC_Os01g02020.1,18,4,2.169925001,0.000784537
662,LOC_Os11g29190.5,9,36,-2.0,0.000791755
663,LOC_Os03g03510.1,37,88,-1.249978253,0.000801261
664,LOC_Os02g11780.1,25,9,1.473931188,0.000834593
665,LOC_Os08g14570.1,25,9,1.473931188,0.000834593
666,LOC_Os08g45190.1,25,9,1.473931188,0.000834593
667,LOC_Os01g63950.1,1,16,-4.0,0.000887048
668,LOC_Os08g23120.1,1,16,-4.0,0.000887048
669,LOC_Os02g31070.2,1,16,-4.0,0.000887048
670,LOC_Os08g39140.3,1,16,-4.0,0.000887048
671,LOC_Os01g09570.1,1,16,-4.0,0.000887048
672,LOC_Os07g48410.1,3,22,-2.874469118,0.0008719060000000001
673,LOC_Os04g31690.1,32,14,1.192645078,0.000901643
689,LOC_Os09g00999.1,195,170,0.197939378,0.0008833739999999998
690,LOC_Os10g10180.1,17,51,-1.584962501,0.000924858
701,LOC_Os11g09280.1,56,34,0.7198920809999999,0.00093657
702,LOC_Os09g24700.1,6,29,-2.273018494,0.000958081
703,LOC_Os01g47340.1,50,29,0.785875195,0.000963095
704,LOC_Os11g10420.1,37,18,1.039528364,0.000964892
705,LOC_Os02g50799.1,34,16,1.087462841,0.000978648
706,LOC_Os04g50970.1,34,16,1.087462841,0.000978648
707,LOC_Os02g03280.2,34,16,1.087462841,0.000978648
708,LOC_Os01g72100.1,28,11,1.3479233030000002,0.000991282
709,LOC_Os05g43230.1,23,8,1.523561956,0.001003469
710,LOC_Os06g09679.1,23,8,1.523561956,0.001003469
711,LOC_Os03g08550.1,5,27,-2.432959407,0.00100742
712,LOC_Os08g02330.1,77,53,0.538866086,0.001027197
713,LOC_Os05g41120.1,22,7,1.6520766969999998,0.001077553
714,LOC_Os08g36994.1,22,7,1.6520766969999998,0.001077553
715,LOC_Os03g03900.1,30,13,1.206450877,0.001092979
716,LOC_Os01g27150.2,43,23,0.902702799,0.001120573
717,LOC_Os07g47620.1,33,15,1.137503524,0.00115794
718,LOC_Os08g06480.1,74,51,0.5370280239999999,0.001161989
719,LOC_Os06g51150.2,138,113,0.288345494,0.001164868
720,LOC_Os01g08750.1,26,10,1.378511623,0.00114889
721,LOC_Os05g05740.1,13,2,2.700439718,0.001156603
722,LOC_Os03g24580.1,13,2,2.700439718,0.001156603
723,LOC_Os01g46570.1,13,2,2.700439718,0.001156603
724,LOC_Os02g11820.1,13,2,2.700439718,0.001156603
725,LOC_Os07g43050.3,13,2,2.700439718,0.001156603
726,LOC_Os11g33120.1,13,2,2.700439718,0.001156603
727,LOC_Os05g33100.1,13,2,2.700439718,0.001156603
728,LOC_Os06g13810.3,58,36,0.6880559940000001,0.001182435
729,LOC_Os01g66120.1,58,36,0.6880559940000001,0.001182435
730,LOC_Os05g06440.1,35,17,1.041820176,0.001187335
731,LOC_Os12g34018.1,35,17,1.041820176,0.001187335
732,LOC_Os05g51690.1,9,35,-1.959358016,0.001202641
733,LOC_Os03g49600.1,9,35,-1.959358016,0.001202641
734,LOC_Os07g46340.1,2,18,-3.169925001,0.001266896
735,LOC_Os08g06470.1,2,18,-3.169925001,0.001266896
736,LOC_Os11g14950.1,2,18,-3.169925001,0.001266896
737,LOC_Os02g50760.2,2,18,-3.169925001,0.001266896
738,LOC_Os03g22770.2,15,3,2.321928095,0.001274219
739,LOC_Os03g48940.2,15,3,2.321928095,0.001274219
740,LOC_Os01g69100.1,15,3,2.321928095,0.001274219
741,LOC_Os01g52260.1,15,3,2.321928095,0.001274219
742,LOC_Os01g60230.4,17,50,-1.556393349,0.001305534
743,LOC_Os03g49180.1,18,5,1.847996907,0.001321314
744,LOC_Os09g32450.1,18,5,1.847996907,0.001321314
745,LOC_Os01g67220.2,18,5,1.847996907,0.001321314
746,LOC_Os03g19560.2,18,5,1.847996907,0.001321314
747,LOC_Os11g05860.1,8,33,-2.044394119,0.001354293
748,LOC_Os03g27230.1,8,33,-2.044394119,0.001354293
749,LOC_Os03g53960.2,41,22,0.898120386,0.001372012
750,LOC_Os09g14670.1,168,144,0.222392421,0.0013837270000000002
751,LOC_Os02g24354.1,7,30,-2.099535674,0.001422863
752,LOC_Os03g50130.2,36,18,1.0,0.001438285
753,LOC_Os03g09100.1,39,20,0.963474124,0.001446212
754,LOC_Os06g40640.3,11,38,-1.788495895,0.001463776
755,LOC_Os04g45490.1,65,130,-1.0,0.001471468
756,LOC_Os01g45750.1,16,48,-1.584962501,0.001504561
757,LOC_Os08g44320.1,6,28,-2.222392421,0.001512028
758,LOC_Os06g40818.1,5,25,-2.321928095,0.001594246
759,LOC_Os03g46770.1,5,25,-2.321928095,0.001594246
760,LOC_Os01g09010.1,1,15,-3.906890596,0.00158802
761,LOC_Os02g12730.1,1,15,-3.906890596,0.00158802
762,LOC_Os07g49310.1,1,15,-3.906890596,0.00158802
763,LOC_Os05g07640.1,1,15,-3.906890596,0.00158802
764,LOC_Os09g32320.1,1,15,-3.906890596,0.00158802
765,LOC_Os04g13180.1,1,15,-3.906890596,0.00158802
766,LOC_Os01g39260.1,42,23,0.8687554670000001,0.001612823
789,LOC_Os07g43360.1,29,13,1.157541277,0.001701236
790,LOC_Os08g14330.1,37,19,0.961525852,0.001738806
791,LOC_Os07g31850.1,32,15,1.093109404,0.001750036
792,LOC_Os03g44620.2,61,123,-1.011777168,0.001769546
793,LOC_Os02g16040.1,21,7,1.584962501,0.001789317
794,LOC_Os02g57220.1,11,1,3.459431619,0.001824504
795,LOC_Os09g26180.1,11,1,3.459431619,0.001824504
796,LOC_Os06g36800.1,11,1,3.459431619,0.001824504
797,LOC_Os02g35160.1,11,1,3.459431619,0.001824504
798,LOC_Os05g19040.1,11,1,3.459431619,0.001824504
799,LOC_Os05g48320.1,11,1,3.459431619,0.001824504
800,LOC_Os07g01250.1,11,1,3.459431619,0.001824504
801,LOC_Os08g44290.1,17,49,-1.527247003,0.001836448
802,LOC_Os01g64960.1,124,101,0.29598482800000003,0.001969634
803,LOC_Os12g08810.1,62,41,0.5966443060000001,0.001978863
804,LOC_Os06g05740.1,19,6,1.6629650130000002,0.002011275
805,LOC_Os03g54160.2,19,6,1.6629650130000002,0.002011275
806,LOC_Os08g40790.4,19,6,1.6629650130000002,0.002011275
807,LOC_Os01g07630.1,19,6,1.6629650130000002,0.002011275
808,LOC_Os03g15020.3,8,31,-1.95419631,0.002038674
809,LOC_Os07g33670.1,28,12,1.222392421,0.002082032
810,LOC_Os07g30100.1,30,14,1.099535674,0.002120757
811,LOC_Os09g32810.2,2,17,-3.087462841,0.002145313
812,LOC_Os09g27450.1,2,17,-3.087462841,0.002145313
813,LOC_Os02g18830.1,2,17,-3.087462841,0.002145313
814,LOC_Os02g01150.2,31,73,-1.235628248,0.002154664
815,LOC_Os04g32340.1,12,2,2.584962501,0.002242721
816,LOC_Os04g21320.1,12,2,2.584962501,0.002242721
817,LOC_Os10g28340.3,12,2,2.584962501,0.002242721
818,LOC_Os06g39040.1,12,2,2.584962501,0.002242721
819,LOC_Os05g48380.1,12,2,2.584962501,0.002242721
820,LOC_Os02g37880.2,12,2,2.584962501,0.002242721
821,LOC_Os09g13570.1,17,5,1.765534746,0.002318978
822,LOC_Os03g42050.1,17,5,1.765534746,0.002318978
823,LOC_Os05g05140.1,17,5,1.765534746,0.002318978
824,LOC_Os12g01570.1,17,5,1.765534746,0.002318978
825,LOC_Os06g36270.1,14,3,2.222392421,0.002338979
826,LOC_Os03g59090.2,14,3,2.222392421,0.002338979
827,LOC_Os04g33080.3,14,3,2.222392421,0.002338979
828,LOC_Os05g38950.2,14,3,2.222392421,0.002338979
829,LOC_Os01g05080.1,6,27,-2.169925001,0.002376181
830,LOC_Os03g21560.1,10,35,-1.807354922,0.002402604
831,LOC_Os01g21320.1,10,35,-1.807354922,0.002402604
832,LOC_Os03g13750.1,16,4,2.0,0.0024091060000000003
833,LOC_Os06g19620.1,26,11,1.2410081,0.002435294
834,LOC_Os08g14440.2,3,20,-2.736965594,0.002461214
835,LOC_Os09g23550.1,3,20,-2.736965594,0.002461214
836,LOC_Os06g05520.1,3,20,-2.736965594,0.002461214
837,LOC_Os12g14930.1,3,20,-2.736965594,0.002461214
838,LOC_Os01g58610.1,4,22,-2.459431619,0.002494254
839,LOC_Os02g51470.3,4,22,-2.459431619,0.002494254
840,LOC_Os03g15780.4,4,22,-2.459431619,0.002494254
841,LOC_Os01g70190.1,5,24,-2.263034406,0.002506794
842,LOC_Os02g39790.1,36,19,0.921997488,0.002541578
843,LOC_Os05g11320.1,22,8,1.459431619,0.002621811
844,LOC_Os05g10770.1,31,15,1.047305715,0.002629676
845,LOC_Os11g11020.1,31,15,1.047305715,0.002629676
846,LOC_Os03g06740.1,48,29,0.7269815059999999,0.002636694
847,LOC_Os08g04450.1,33,76,-1.203533394,0.0026699320000000003
848,LOC_Os03g48140.1,54,35,0.625604485,0.002707749
849,LOC_Os08g26870.2,45,27,0.7369655940000001,0.002833
850,LOC_Os05g34650.1,45,27,0.7369655940000001,0.002833
851,LOC_Os01g55510.1,1,14,-3.807354922,0.002843536
852,LOC_Os05g07050.1,69,49,0.493814613,0.002931566
853,LOC_Os01g64170.5,29,69,-1.250543462,0.00301739
854,LOC_Os05g47850.1,29,69,-1.250543462,0.00301739
855,LOC_Os02g57450.1,22,57,-1.373458396,0.003011372
856,LOC_Os01g48300.3,16,46,-1.523561956,0.0030151540000000004
857,LOC_Os10g41760.1,20,7,1.514573173,0.002952376
858,LOC_Os05g46460.1,20,7,1.514573173,0.002952376
859,LOC_Os08g40560.1,20,7,1.514573173,0.002952376
876,LOC_Os05g07130.2,8,30,-1.906890596,0.003063175
877,LOC_Os07g24190.3,8,30,-1.906890596,0.003063175
878,LOC_Os05g33390.1,52,33,0.656045599,0.002991386
879,LOC_Os11g14180.1,18,49,-1.444784843,0.0030852920000000003
880,LOC_Os01g43120.1,11,36,-1.7104933830000002,0.003120386
881,LOC_Os03g01014.1,34,18,0.91753784,0.00313872
882,LOC_Os01g18800.1,27,12,1.169925001,0.003183261
883,LOC_Os02g35470.1,59,40,0.5607149539999999,0.003233388
884,LOC_Os03g64210.2,59,40,0.5607149539999999,0.003233388
885,LOC_Os07g27490.1,32,16,1.0,0.003241574
886,LOC_Os09g20350.1,32,16,1.0,0.003241574
887,LOC_Os10g38900.1,7,28,-2.0,0.003350879
888,LOC_Os03g20010.2,7,28,-2.0,0.003350879
889,LOC_Os04g42600.1,76,143,-0.911943823,0.003370278
890,LOC_Os09g38370.1,18,6,1.584962501,0.003405763
891,LOC_Os02g53700.7,18,6,1.584962501,0.003405763
892,LOC_Os02g10180.2,18,6,1.584962501,0.003405763
893,LOC_Os05g40990.1,18,6,1.584962501,0.003405763
894,LOC_Os06g12390.1,18,6,1.584962501,0.003405763
895,LOC_Os10g37480.1,18,6,1.584962501,0.003405763
896,LOC_Os02g12850.1,15,43,-1.519374159,0.003575875
897,LOC_Os04g51280.1,17,47,-1.46712601,0.0035917640000000008
898,LOC_Os06g50040.1,10,1,3.321928095,0.003554573
899,LOC_Os04g44890.1,10,1,3.321928095,0.003554573
900,LOC_Os01g20860.1,10,1,3.321928095,0.003554573
901,LOC_Os10g42196.1,10,1,3.321928095,0.003554573
902,LOC_Os05g31020.1,10,1,3.321928095,0.003554573
903,LOC_Os01g04350.1,10,1,3.321928095,0.003554573
904,LOC_Os04g53770.1,10,1,3.321928095,0.003554573
905,LOC_Os10g27340.2,10,1,3.321928095,0.003554573
906,LOC_Os10g11810.2,10,1,3.321928095,0.003554573
907,LOC_Os02g53790.1,10,1,3.321928095,0.003554573
908,LOC_Os01g67720.1,10,1,3.321928095,0.003554573
909,LOC_Os04g40670.1,22,9,1.289506617,0.003587661
910,LOC_Os05g03480.5,22,9,1.289506617,0.003587661
911,LOC_Os03g50860.1,15,44,-1.552541023,0.003586896
912,LOC_Os03g59310.1,19,51,-1.424497829,0.003609021
913,LOC_Os01g49890.1,2,16,-3.0,0.003627122
914,LOC_Os02g10290.1,2,16,-3.0,0.003627122
915,LOC_Os02g13840.1,2,16,-3.0,0.003627122
916,LOC_Os07g49400.3,72,52,0.469485283,0.003666366
938,LOC_Os07g34030.2,10,34,-1.765534746,0.0035484270000000007
939,LOC_Os12g06800.1,25,11,1.184424571,0.003780784
940,LOC_Os03g54790.1,25,11,1.184424571,0.003780784
941,LOC_Os03g16700.1,25,11,1.184424571,0.003780784
942,LOC_Os09g26580.1,25,11,1.184424571,0.003780784
943,LOC_Os08g37490.1,37,81,-1.130396637,0.0039258
944,LOC_Os03g17570.5,32,17,0.912537159,0.003947947
945,LOC_Os02g31290.1,32,17,0.912537159,0.003947947
946,LOC_Os02g44630.3,16,5,1.678071905,0.004031847
947,LOC_Os07g08070.1,16,5,1.678071905,0.004031847
948,LOC_Os05g35540.1,16,5,1.678071905,0.004031847
949,LOC_Os05g44922.2,16,5,1.678071905,0.004031847
950,LOC_Os02g55910.1,16,5,1.678071905,0.004031847
951,LOC_Os09g37012.1,16,5,1.678071905,0.004031847
952,LOC_Os04g59450.1,16,5,1.678071905,0.004031847
953,LOC_Os07g09680.1,16,5,1.678071905,0.004031847
954,LOC_Os05g44310.1,27,13,1.0544477840000002,0.004030614
955,LOC_Os01g14050.1,27,13,1.0544477840000002,0.004030614
956,LOC_Os03g31550.2,27,13,1.0544477840000002,0.004030614
957,LOC_Os03g43800.2,27,13,1.0544477840000002,0.004030614
958,LOC_Os09g38030.1,54,36,0.584962501,0.004018992
959,LOC_Os01g43630.1,4,21,-2.392317423,0.004023738
960,LOC_Os05g36290.1,38,22,0.788495895,0.004093658
961,LOC_Os11g45710.4,38,22,0.788495895,0.004093658
962,LOC_Os02g35950.1,3,19,-2.662965013,0.004110632
963,LOC_Os03g60910.1,3,19,-2.662965013,0.004110632
964,LOC_Os02g32120.1,3,19,-2.662965013,0.004110632
965,LOC_Os06g09880.1,9,32,-1.830074999,0.004103064
966,LOC_Os02g28040.1,21,8,1.3923174230000002,0.004193663
967,LOC_Os02g41580.1,21,8,1.3923174230000002,0.004193663
968,LOC_Os01g42430.1,21,8,1.3923174230000002,0.004193663
969,LOC_Os07g43460.1,21,8,1.3923174230000002,0.004193663
970,LOC_Os04g41560.4,21,8,1.3923174230000002,0.004193663
971,LOC_Os09g39400.1,21,8,1.3923174230000002,0.004193663
972,LOC_Os03g49230.1,15,4,1.906890596,0.004190827
973,LOC_Os04g26920.1,15,4,1.906890596,0.004190827
974,LOC_Os06g10770.1,15,4,1.906890596,0.004190827
975,LOC_Os03g59080.1,15,4,1.906890596,0.004190827
976,LOC_Os06g13650.1,36,20,0.8479969070000001,0.004336876
977,LOC_Os03g53140.2,13,3,2.115477217,0.004264657
978,LOC_Os03g59390.1,13,3,2.115477217,0.004264657
979,LOC_Os01g47460.1,13,3,2.115477217,0.004264657
980,LOC_Os10g41200.3,13,3,2.115477217,0.004264657
981,LOC_Os06g15700.1,13,3,2.115477217,0.004264657
982,LOC_Os07g09400.1,13,3,2.115477217,0.004264657
983,LOC_Os03g58160.1,11,2,2.459431619,0.004314182
984,LOC_Os03g48660.1,11,2,2.459431619,0.004314182
985,LOC_Os06g08840.3,11,2,2.459431619,0.004314182
986,LOC_Os01g09640.1,11,2,2.459431619,0.004314182
987,LOC_Os06g12600.1,11,2,2.459431619,0.004314182
988,LOC_Os11g06010.1,11,2,2.459431619,0.004314182
989,LOC_Os02g50210.1,11,2,2.459431619,0.004314182
990,LOC_Os12g12880.1,11,2,2.459431619,0.004314182
991,LOC_Os06g11190.1,11,2,2.459431619,0.004314182
992,LOC_Os03g57690.1,11,2,2.459431619,0.004314182
993,LOC_Os06g06530.1,11,2,2.459431619,0.004314182
994,LOC_Os02g33580.1,11,2,2.459431619,0.004314182
995,LOC_Os02g57650.1,11,2,2.459431619,0.004314182
996,LOC_Os01g40330.1,11,2,2.459431619,0.004314182
997,LOC_Os04g51630.2,55,37,0.571906348,0.004400481
998,LOC_Os04g23180.1,55,37,0.571906348,0.004400481
999,LOC_Os03g56670.2,91,163,-0.840933514,0.004466815
1000,LOC_Os05g30800.1,48,31,0.63076619,0.004510122
1001,LOC_Os03g03390.1,11,35,-1.669851398,0.004526941
1002,LOC_Os03g04440.2,39,23,0.761840263,0.004655721
1003,LOC_Os11g11070.1,39,23,0.761840263,0.004655721
1004,LOC_Os03g62090.1,56,110,-0.974004791,0.004822779
1005,LOC_Os03g59360.1,26,12,1.115477217,0.004837043
1006,LOC_Os04g58830.1,26,12,1.115477217,0.004837043
1007,LOC_Os03g56800.2,28,14,1.0,0.004854889
1008,LOC_Os03g58590.1,28,14,1.0,0.004854889
1009,LOC_Os03g17710.2,28,14,1.0,0.004854889
1010,LOC_Os04g53310.1,19,7,1.440572591,0.004835727
1011,LOC_Os07g32570.2,49,32,0.614709844,0.004967362
1012,LOC_Os02g12580.1,52,35,0.571156701,0.004965439
1013,LOC_Os02g08120.1,34,75,-1.141355849,0.005006106
1014,LOC_Os04g58700.2,1,13,-3.700439718,0.005088599
1015,LOC_Os10g21314.1,1,13,-3.700439718,0.005088599
1016,LOC_Os06g48200.1,1,13,-3.700439718,0.005088599
1017,LOC_Os02g42310.1,1,13,-3.700439718,0.005088599
1018,LOC_Os03g38000.2,89,70,0.346450414,0.005078634
1019,LOC_Os06g28194.2,7,27,-1.94753258,0.005106622
1020,LOC_Os03g06240.2,164,148,0.148098639,0.005230986
1021,LOC_Os11g10480.2,34,19,0.839535328,0.005332143
1055,LOC_Os05g37500.1,43,27,0.671377253,0.005476979
1056,LOC_Os02g49680.1,12,37,-1.624490865,0.005742171
1057,LOC_Os06g36700.1,57,40,0.510961919,0.005716981
1058,LOC_Os09g35970.1,21,9,1.222392421,0.005732883
1059,LOC_Os03g19530.1,21,9,1.222392421,0.005732883
1060,LOC_Os03g52794.1,21,9,1.222392421,0.005732883
1061,LOC_Os05g01820.1,21,9,1.222392421,0.005732883
1062,LOC_Os09g39560.1,17,6,1.502500341,0.005715642
1063,LOC_Os01g59340.3,17,6,1.502500341,0.005715642
1064,LOC_Os09g26700.1,24,11,1.125530882,0.005826702
1065,LOC_Os12g44310.2,87,69,0.334419039,0.006041236
1066,LOC_Os01g27940.2,5,22,-2.137503524,0.006126773
1067,LOC_Os08g38710.1,2,15,-2.906890596,0.006119345
1068,LOC_Os12g13390.2,2,15,-2.906890596,0.006119345
1069,LOC_Os07g39470.1,2,15,-2.906890596,0.006119345
1070,LOC_Os11g01380.1,2,15,-2.906890596,0.006119345
1071,LOC_Os08g04180.1,9,31,-1.784271309,0.006110345
1072,LOC_Os02g33450.2,28,64,-1.192645078,0.006202931
1073,LOC_Os01g73310.1,88,70,0.330148602,0.006341994
1074,LOC_Os05g42350.1,75,57,0.395928676,0.006422588000000001
